ID,Type,Arabic_Words,Issues
omw-arb-00715074-v,Synset,"إِخْتتم, أنْهى, خَتَمَ",No Arabic definition; No examples
omw-arb-00639556-n,Synset,"إِخْتِبار, تجْرِبة, تجْرِيْب",No Arabic definition; No examples
omw-arb-00635850-n,Synset,"إِخْتِبار, فحْص, تدْقِيْق",No Arabic definition; No examples
omw-arb-00230172-n,Synset,"إِخْتِفاء, خُبُو",No Arabic definition; No examples
omw-arb-00754956-n,Synset,"إِخْتِلاق, اِدِّعاء, تظاهُر",No Arabic definition; No examples
omw-arb-00940412-n,Synset,"إِخْتِراع, اٍحْداث, اِبْداع",No Arabic definition; No examples
omw-arb-01211888-n,Synset,"إِيضاح, تبْسِيط, تيْسِير",No Arabic definition; No examples
omw-arb-00334509-n,Synset,"إِيعاز, إِيحاء, إِيماءة",No Arabic definition; No examples
omw-arb-00372607-n,Synset,"إِيداع, تخْزِين, خَزْن",No Arabic definition; No examples
omw-arb-14640434-n,Synset,"إِيدْرُوجِين, العنصر الاول, هيدْرُوجِين",No Arabic definition; No examples
omw-arb-01111375-n,Synset,إِيجار,No Arabic definition; No examples
omw-arb-13295657-n,Synset,إِيجار,No Arabic definition; No examples
omw-arb-13248393-n,Synset,"إِيجار, تأْجِير",No Arabic definition; No examples
omw-arb-02957066-a,Synset,إِيْطالِي,No Arabic definition; No examples
omw-arb-00372448-n,Synset,"إِيْداع, توْدِيْع",No Arabic definition; No examples
omw-arb-00511573-r,Synset,"إِيْجاباًً, إِيْجابِيّاً, بِالإِيجاب",No Arabic definition; No examples
omw-arb-01076046-n,Synset,إِيقاف,No Arabic definition; No examples
omw-arb-04984180-n,Synset,إِيقاع,No Arabic definition; No examples
omw-arb-03003744-a,Synset,إِيرْلنْدِي,No Arabic definition; No examples
omw-arb-00330984-n,Synset,إِزاحة,No Arabic definition; No examples
omw-arb-00391599-n,Synset,إِزالة,No Arabic definition; No examples
omw-arb-00433232-v,Synset,"إِزْداد, اِرْتفع, صعِد",No Arabic definition; No examples
omw-arb-00310386-v,Synset,"إِزْدهر, اِنْتعش, تقدّم",No Arabic definition; No examples
omw-arb-13497135-n,Synset,"إِزْدِياد, اِرْتِفاع, نُمُو",No Arabic definition; No examples
omw-arb-00363260-n,Synset,"إِزْدِياد, زِيَادَة",No Arabic definition; No examples
omw-arb-02356230-v,Synset,"إِئْتمن, أوْدع, عهِد إِلى",No Arabic definition; No examples
omw-arb-08245172-n,Synset,"إجْرام, عِصابة, جرِيمة مُنظّمة",No Arabic definition; No examples
omw-arb-01229938-n,Synset,"إجْتِماع, جمْعِيّة, مجِلِس",No Arabic definition; No examples
omw-arb-01230965-n,Synset,"إجْتِماع, لِقاء, مُقابلة",No Arabic definition; No examples
omw-arb-13725902-n,Synset,"إلِكْتِرون فُلْط, إلِكْتِرون فُولط, إلِكْتِرون فُولت",No Arabic definition; No examples
omw-arb-06513366-n,Synset,"إلْتِماس, عرِيضة, طلب",No Arabic definition; No examples
omw-arb-01127019-n,Synset,"إلْزام, تطْبِيق, تنْفِيذ",No Arabic definition; No examples
omw-arb-13777344-n,Synset,"إمْدادات, مؤُونة, مخْزُون",No Arabic definition; No examples
omw-arb-07290761-n,Synset,"إمْكان, إمْكانِيّة, اِحْتِمال",No Arabic definition; No examples
omw-arb-05623181-n,Synset,"إمْكانِيّة, قُدْرة",No Arabic definition; No examples
omw-arb-04531098-n,Synset,"إناء, وِعَاء",No Arabic definition; No examples
omw-arb-06880249-n,Synset,"إنْعِكاس, مظْهر, تعْبِير",No Arabic definition; No examples
omw-arb-08293982-n,Synset,"إنْحِياز, اِتِّحاد, اِئْتِلاف",No Arabic definition; No examples
omw-arb-02727883-v,Synset,"إنْباع, باع",No Arabic definition; No examples
omw-arb-05704266-n,Synset,"إنْهِماك, اِنْغِماس, ترْكِيز",No Arabic definition; No examples
omw-arb-13484644-n,Synset,"إنْجِماد, تجمُّد, تجْمِيد",No Arabic definition; No examples
omw-arb-00353469-n,Synset,"إنْقاص, تخْفِيْض, خَفْض",No Arabic definition; No examples
omw-arb-02628832-v,Synset,"إنْسحب, عام, أزاح",No Arabic definition; No examples
omw-arb-04631700-n,Synset,"إنْتِعاش, حيوِيّة, نشاط",No Arabic definition; No examples
omw-arb-08654360-n,Synset,"إقْلِيم, وِلايَة",No Arabic definition; No examples
omw-arb-02389592-v,Synset,"إرْتبط, ربط",No Arabic definition; No examples
omw-arb-08953151-n,Synset,"إسِلاندا, إسِلانده, إيسِلاندا",No Arabic definition; No examples
omw-arb-06336904-n,Synset,"إسْم العائِلة, كُنْية, لقب",No Arabic definition; No examples
omw-arb-09681351-n,Synset,"إسْرائِيلِي, عِبْرِيّ, يَهُودِي",No Arabic definition; No examples
omw-arb-14794823-n,Synset,"إسْتر السِليُولوز, مِلْح السِليُولوز",No Arabic definition; No examples
omw-arb-00763831-v,Synset,"إتّفق, أنْهى, فضّ",No Arabic definition; No examples
omw-arb-01159776-n,Synset,"إخضاع للنمط, تنْميط",No Arabic definition; No examples
omw-arb-13996300-n,Synset,"إخْضاع, خُضُوْع",No Arabic definition; No examples
omw-arb-06738281-n,Synset,"إيضاح, تعْلِيل, تفْسِير",No Arabic definition; No examples
omw-arb-06879180-n,Synset,"إيضاح, اِسْتِعْراض, عرْض",No Arabic definition; No examples
omw-arb-13294503-n,Synset,"إيراد, دخْل, دخْل سنوِيّ",No Arabic definition; No examples
omw-arb-13255145-n,Synset,"إيراد, عائِد, دخْل",No Arabic definition; No examples
omw-arb-08888676-n,Synset,"إيرلنْدا, أيرلنْدا",No Arabic definition; No examples
omw-arb-09512391-n,Synset,"إيزيس, ايزيس",No Arabic definition; No examples
omw-arb-09042322-n,Synset,"إزمير, ازمير",No Arabic definition; No examples
omw-arb-00721141-n,Synset,=,No Arabic definition; No examples
omw-arb-00927430-v,Synset,"أشار, ألْمح, لمّح",No Arabic definition; No examples
omw-arb-00932161-v,Synset,أشار,No Arabic definition; No examples
omw-arb-00931467-v,Synset,"أشار إلى, عنى, دلّ",No Arabic definition; No examples
omw-arb-00928015-v,Synset,"أشار إلى, أظْهر, عبّر عن",No Arabic definition; No examples
omw-arb-00504901-v,Synset,"أشْبع بالنترات, نتْرت, أشبع بالنترات",No Arabic definition; No examples
omw-arb-00497219-v,Synset,"أشْبع بالنشادِر, مزج بالنشادِر",No Arabic definition; No examples
omw-arb-13251154-n,Synset,"أشْياء, أغْراض, أمْتِعة",No Arabic definition; No examples
omw-arb-07420770-n,Synset,"أذى, ضرر, فساد",No Arabic definition; No examples
omw-arb-01799794-v,Synset,"أذلّ, أهان, اِمْتهن",No Arabic definition; No examples
omw-arb-09018162-n,Synset,أذربيجان,No Arabic definition; No examples
omw-arb-05320899-n,Synset,أذُن,No Arabic definition; No examples
omw-arb-02324478-v,Synset,"أضاف, أضْفى, منح",No Arabic definition; No examples
omw-arb-01027174-v,Synset,"أضاف, أشبع رغبة, ألحق",No Arabic definition; No examples
omw-arb-00389638-v,Synset,"أضْعف, أوْهن, اِسْتنْزف",No Arabic definition; No examples
omw-arb-00102586-v,Synset,"أضّرّ, ضرّ, أضر",No Arabic definition; No examples
omw-arb-00598278-v,Synset,أعاد تعلّثم,No Arabic definition; No examples
omw-arb-02553262-v,Synset,أعاد,No Arabic definition; No examples
omw-arb-00696189-v,Synset,"أعاد النظر, نقّح, راجع",No Arabic definition; No examples
omw-arb-00364064-v,Synset,"أعاق, أوْقف, اِعْترض",No Arabic definition; No examples
omw-arb-01021629-v,Synset,"أعدّ, نظّم, رتّب",No Arabic definition; No examples
omw-arb-00063291-v,Synset,"أعْضب, أغاظ, أثار",No Arabic definition; No examples
omw-arb-00218330-v,Synset,"أعْطش, أرمض, جفّفّ",No Arabic definition; No examples
omw-arb-00974367-v,Synset,"أعْلن عن, صرّح بِ, أبلغ",No Arabic definition; No examples
omw-arb-01096245-n,Synset,"أعْمال, عمل, تِجارة",No Arabic definition; No examples
omw-arb-08500213-n,Synset,"أعْماق, عُمْق, غوْر",No Arabic definition; No examples
omw-arb-00630380-v,Synset,"أعْمل الفِكْر, أجال الفِكْر, اِسْتغْرق",No Arabic definition; No examples
omw-arb-01587062-v,Synset,"أحاط, حصر, حوّط",No Arabic definition; No examples
omw-arb-00382635-v,Synset,"أحال, حوّل, بدّل",No Arabic definition; No examples
omw-arb-09538021-n,Synset,أحد أعْضاء الثالُوث الأقْدس,No Arabic definition; No examples
omw-arb-01433294-v,Synset,"أحْضر, أتى بِـ, جلب",No Arabic definition; No examples
omw-arb-00948071-v,Synset,"أحْصى, عدّ, حسب",No Arabic definition; No examples
omw-arb-05049930-n,Synset,"أحْداث المُسْتقْبل, مُسْتقْبل",No Arabic definition; No examples
omw-arb-01634142-v,Synset,"أحْدث, اِبْتدع, أحدث",No Arabic definition; No examples
omw-arb-00371264-v,Synset,"أحْمى, حمّى, سخّن",No Arabic definition; No examples
omw-arb-00196364-v,Synset,"أحْرق, حرق",No Arabic definition; No examples
omw-arb-00378042-v,Synset,"أحْرق, حرق, أحرق",No Arabic definition; No examples
omw-arb-15166191-n,Synset,"أصِيل, عصْر, بعْد الظُهْر",No Arabic definition; No examples
omw-arb-07968702-n,Synset,أصْحاب المصالح,No Arabic definition; No examples
omw-arb-00967625-v,Synset,"أصْدر, نشر, أصدر",No Arabic definition; No examples
omw-arb-01063049-v,Synset,أصْدر,No Arabic definition; No examples
omw-arb-08912012-n,Synset,أصْفهان,No Arabic definition; No examples
omw-arb-07323922-n,Synset,"أصْل, بِداية, مصْدر",No Arabic definition; No examples
omw-arb-13333833-n,Synset,"أصْل, أُصُول",No Arabic definition; No examples
